"Marijuana_Arrest Type","Adult/Juvenile","Arrest Year","Arrest Date","Arrest Time","Age","Defendant Race","Defendant Sex","Charge Description"
"Possession with intent to distribute","Adult",2017,"3/19/2017","22:30:12","23","W","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"3/20/2017","15:25:45","49","B","F","Distribution Of Marijuana-misd"
"Public consumption","Unknown",2017,"3/20/2017","16:02:49","Unk","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"3/21/2017","14:47:41","22","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"3/21/2017","14:48:49","34","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"3/22/2017","15:24:07","33","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/22/2017","15:27:43","25","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/22/2017","16:32:43","31","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"3/22/2017","18:12:18","33","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/22/2017","18:12:46","28","B","F","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/22/2017","18:17:03","53","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/24/2017","20:30:35","24","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/24/2017","21:25:58","47","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/24/2017","22:45:29","22","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"3/25/2017","13:35:45","30","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"3/25/2017","14:39:15","23","B","M","Distribution Of A Controlled Substance"
"Distribution","Adult",2017,"3/25/2017","14:40:38","25","W","M","Distribution Of A Controlled Substance"
"Public consumption","Adult",2017,"3/25/2017","14:42:09","23","W","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/25/2017","16:30:08","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"3/25/2017","18:06:21","43","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"3/26/2017","0:30:45","24","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"3/26/2017","0:30:59","22","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"3/26/2017","14:13:20","20","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/26/2017","17:00:56","23","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/29/2017","14:38:09","27","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"3/29/2017","16:00:51","54","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"3/29/2017","16:02:54","33","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"3/29/2017","19:10:29","27","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/29/2017","19:11:10","20","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"3/30/2017","15:52:13","21","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/30/2017","15:52:58","18","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"3/30/2017","18:59:25","24","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"3/30/2017","21:30:24","35","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"4/1/2017","0:40:12","26","W","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/1/2017","1:30:55","24","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/1/2017","15:34:40","33","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/1/2017","15:37:42","30","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/1/2017","16:00:43","28","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"4/1/2017","17:01:21","21","B","M","Distribution Of A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"4/1/2017","19:25:58","22","W","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"4/2/2017","14:25:42","27","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"4/2/2017","15:41:55","33","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/3/2017","14:18:35","25","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Adult",2017,"4/4/2017","13:31:35","29","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/4/2017","13:32:32","41","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/4/2017","15:16:26","20","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/4/2017","19:25:01","29","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"4/5/2017","17:02:07","25","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"4/5/2017","19:57:00","22","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Juvenile",2017,"4/5/2017","Juvenile","Juvenile","Juvenile","Juvenile","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"4/6/2017","18:11:49","61","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/6/2017","22:01:17","37","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/6/2017","22:01:53","28","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/7/2017","1:15:05","27","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/7/2017","1:15:08","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/7/2017","17:58:29","34","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/7/2017","19:00:52","18","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/8/2017","3:15:24","18","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"4/8/2017","15:14:07","65","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/8/2017","15:15:30","52","B","F","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"4/9/2017","8:58:35","31","A","M","Distribution Of A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"4/9/2017","14:45:33","27","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"4/10/2017","17:02:08","21","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/10/2017","17:07:38","18","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/10/2017","17:09:21","51","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/10/2017","18:30:16","23","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/10/2017","18:33:26","26","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/10/2017","20:05:40","53","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"4/10/2017","22:45:47","24","W","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"4/11/2017","7:37:32","31","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"4/12/2017","11:33:43","23","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"4/12/2017","14:20:52","28","B","M","Poss W/i To Dist A Controlled Substance"
"Distribution","Adult",2017,"4/12/2017","15:32:31","41","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/12/2017","15:32:45","30","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/12/2017","17:28:11","21","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/12/2017","18:15:24","53","B","F","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/12/2017","18:15:38","50","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/12/2017","18:18:23","24","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/13/2017","10:45:53","19","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/13/2017","21:00:25","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/14/2017","16:04:12","19","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/14/2017","17:19:32","34","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/14/2017","23:08:05","43","U","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/15/2017","14:33:19","42","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/15/2017","14:33:24","31","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/15/2017","15:06:38","27","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/15/2017","15:52:08","47","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/15/2017","16:08:11","25","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/15/2017","20:54:07","25","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/16/2017","14:22:14","37","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/19/2017","2:23:36","45","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/19/2017","15:10:18","22","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/19/2017","15:10:30","28","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/19/2017","18:31:00","22","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/20/2017","14:35:31","21","B","M","Distribution Of Marijuana-misd"
"Possession","Adult",2017,"4/20/2017","18:35:09","31","B","M","Poss Of A Controlled Substance -felony"
"Distribution","Adult",2017,"4/20/2017","18:51:52","27","B","M","Distribution Of A Controlled Substance"
"Public consumption","Juvenile",2017,"4/20/2017","Juvenile","Juvenile","Juvenile","Juvenile","Consumption of marijuana in public space prohibited; impairment prohibited"
"Public consumption","Adult",2017,"4/21/2017","11:39:28","33","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/21/2017","16:35:08","18","B","M","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/21/2017","18:15:57","21","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/22/2017","15:20:24","26","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/22/2017","16:30:22","26","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/23/2017","15:19:57","24","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/23/2017","17:06:24","24","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Adult",2017,"4/23/2017","22:35:06","37","W","M","Poss W/i To Dist A Controlled Substance"
"Possession","Adult",2017,"4/24/2017","21:09:21","38","B","M","Poss Of A Controlled Substance -misd"
"Possession with intent to distribute","Adult",2017,"4/24/2017","22:52:00","36","B","M","Poss W/i To Dist Marijuana-fel"
"Possession with intent to distribute","Juvenile",2017,"4/25/2017","Juvenile","Juvenile","Juvenile","Juvenile","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2017,"4/26/2017","19:23:12","47","W","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/26/2017","20:25:15","19","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/26/2017","21:15:36","20","B","M","Poss W/i To Dist Marijuana-fel"
"Distribution","Juvenile",2017,"4/26/2017","Juvenile","Juvenile","Juvenile","Juvenile","Distribution Of Marijuana-misd"
"Public consumption","Adult",2017,"4/27/2017","16:01:38","35","B","F","Consumption of marijuana in public space prohibited; impairment prohibited"
"Possession with intent to distribute","Adult",2017,"4/27/2017","20:35:46","20","B","M","Poss W/i To Dist Marijuana-fel"
"Public consumption","Adult",2017,"4/27/2017","22:25:58","19","B","M","Consumption of marijuana in public space prohibited; impairment prohibited"
"Distribution","Adult",2017,"4/28/2017","19:28:42","42","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/29/2017","14:40:24","46","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/29/2017","14:40:29","26","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/29/2017","14:40:51","32","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/29/2017","17:35:33","28","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2017,"4/29/2017","17:35:47","37","B","M","Distribution Of Marijuana-misd"
"Possession with intent to distribute","Adult",2017,"4/29/2017","22:35:05","24","B","M","Poss W/i To Dist A Controlled Substance"
"Possession with intent to distribute","Adult",2017,"4/29/2017","22:35:13","18","B","M","Poss W/i To Dist A Controlled Substance"
